Flight_Date,Flight_Number,Airline,Origin,Destination,Delay_Minutes,Cancelled,Delay_Reason
8/17/2020,AI2095,Vistara,BLR,MAA,246,No,Late Arrival
10/20/2023,AI7267,Air India,HYD,CCU,276,No,Late Arrival
7/16/2021,AI8421,GoAir,CCU,HYD,250,No,Late Arrival
3/13/2021,AI6295,Vistara,PNQ,CCU,285,No,Air Traffic
12/4/2024,AI2321,IndiGo,CCU,CCU,279,No,Crew
7/30/2023,AI9332,SpiceJet,PNQ,HYD,9,No,Air Traffic
1/27/2020,AI2160,Air India,BOM,DEL,128,No,Crew
8/13/2020,AI3726,IndiGo,HYD,BLR,60,No,Air Traffic
7/24/2023,AI3874,Air India,HYD,MAA,149,No,Operational
3/8/2022,AI793,GoAir,DEL,MAA,96,No,Air Traffic
6/20/2024,AI7135,SpiceJet,MAA,PNQ,300,No,Operational
10/10/2020,AI6798,AirAsia India,BLR,PNQ,150,No,Crew
5/28/2022,AI4200,SpiceJet,DEL,PNQ,265,No,Late Arrival
8/17/2022,AI8953,GoAir,HYD,MAA,185,No,Crew
2/13/2024,AI2021,SpiceJet,DEL,CCU,225,No,Weather
3/28/2021,AI3963,AirAsia India,BOM,PNQ,46,No,Late Arrival
10/16/2022,AI5544,Vistara,MAA,HYD,262,No,Air Traffic
3/26/2022,AI4114,Air India,HYD,BLR,14,No,Air Traffic
10/20/2021,AI5746,AirAsia India,HYD,BOM,136,No,Air Traffic
3/19/2024,AI3919,IndiGo,BLR,MAA,59,No,Air Traffic
6/30/2021,AI7111,GoAir,PNQ,HYD,75,No,Air Traffic
4/30/2023,AI4466,Vistara,MAA,BLR,243,No,Crew
12/8/2022,AI9855,IndiGo,BOM,BLR,82,No,Operational
3/15/2024,AI1563,IndiGo,CCU,DEL,43,No,Crew
1/17/2020,AI1335,GoAir,DEL,HYD,221,No,Technical
4/10/2023,AI3262,Vistara,BLR,MAA,,Yes,
5/28/2023,AI7581,IndiGo,HYD,PNQ,263,No,Crew
6/6/2020,AI6188,IndiGo,CCU,CCU,86,No,Late Arrival
4/21/2021,AI4877,Vistara,BOM,PNQ,292,No,Air Traffic
12/5/2022,AI392,SpiceJet,MAA,BLR,222,No,Crew
10/28/2023,AI3322,IndiGo,DEL,BLR,239,No,Operational
6/1/2021,AI3192,Air India,BLR,BOM,,Yes,
4/8/2020,AI3172,Vistara,HYD,PNQ,78,No,Air Traffic
11/3/2024,AI1477,IndiGo,HYD,DEL,40,No,Weather
11/26/2022,AI889,GoAir,CCU,BLR,79,No,Technical
10/6/2020,AI6685,AirAsia India,CCU,BLR,171,No,Late Arrival
10/4/2023,AI6711,Air India,DEL,CCU,290,No,Operational
5/11/2021,AI8913,AirAsia India,MAA,CCU,30,No,Technical
10/28/2020,AI545,AirAsia India,BOM,BOM,,Yes,
6/29/2020,AI398,IndiGo,PNQ,HYD,228,No,Crew
8/29/2021,AI2041,Air India,MAA,BOM,80,No,Technical
1/27/2023,AI3663,Air India,MAA,BOM,156,No,Air Traffic
11/30/2021,AI9496,SpiceJet,MAA,CCU,62,No,Air Traffic
9/19/2022,AI2227,AirAsia India,PNQ,PNQ,282,No,Weather
2/13/2023,AI6263,Air India,DEL,PNQ,168,No,Technical
7/9/2020,AI4134,SpiceJet,PNQ,PNQ,,Yes,
9/9/2020,AI3488,Vistara,DEL,HYD,19,No,Technical
9/7/2022,AI2768,SpiceJet,PNQ,CCU,143,No,Air Traffic
7/16/2022,AI7754,GoAir,BOM,DEL,124,No,Crew
3/30/2023,AI7721,IndiGo,MAA,MAA,254,No,Crew
7/3/2023,AI6707,Vistara,DEL,MAA,111,No,Late Arrival
9/8/2023,AI2845,Vistara,PNQ,DEL,270,No,Crew
5/7/2020,AI2667,GoAir,BOM,PNQ,271,No,Technical
1/18/2020,AI6511,SpiceJet,PNQ,MAA,237,No,Weather
12/21/2024,AI3338,IndiGo,HYD,HYD,19,No,Crew
10/24/2024,AI9062,SpiceJet,BOM,CCU,58,No,Air Traffic
7/19/2021,AI5869,Air India,MAA,MAA,151,No,Air Traffic
7/23/2021,AI2684,SpiceJet,BLR,HYD,192,No,Late Arrival
9/8/2023,AI9632,Vistara,MAA,CCU,174,No,Late Arrival
11/16/2021,AI6414,IndiGo,BLR,HYD,299,No,Technical
12/20/2024,AI6008,SpiceJet,BOM,DEL,295,No,Crew
9/17/2021,AI1631,IndiGo,HYD,BOM,108,No,Crew
8/4/2023,AI6403,IndiGo,HYD,DEL,10,No,Late Arrival
5/3/2022,AI9656,Air India,DEL,MAA,,Yes,
8/13/2024,AI2683,Air India,HYD,CCU,225,No,Crew
8/19/2022,AI4705,Vistara,CCU,HYD,16,No,Technical
7/20/2024,AI2897,GoAir,BOM,MAA,57,No,Weather
6/3/2020,AI8062,IndiGo,DEL,MAA,93,No,Air Traffic
5/4/2021,AI2043,GoAir,HYD,BOM,137,No,Technical
11/10/2023,AI4516,Vistara,BOM,PNQ,37,No,Crew
2/23/2022,AI2134,IndiGo,MAA,MAA,292,No,Technical
2/1/2023,AI129,IndiGo,HYD,BOM,263,No,Air Traffic
11/17/2023,AI6615,AirAsia India,PNQ,CCU,236,No,Operational
9/2/2020,AI5273,GoAir,BLR,CCU,170,No,Air Traffic
4/14/2023,AI6738,SpiceJet,BOM,HYD,177,No,Air Traffic
11/28/2022,AI4220,Air India,DEL,PNQ,160,No,Operational
2/9/2024,AI9308,SpiceJet,MAA,BOM,174,No,Crew
9/1/2024,AI6387,GoAir,CCU,DEL,14,No,Crew
1/28/2022,AI9180,Air India,MAA,CCU,73,No,Weather
6/21/2021,AI6876,SpiceJet,HYD,PNQ,282,No,Air Traffic
7/9/2022,AI8000,AirAsia India,BLR,HYD,79,No,Technical
2/11/2021,AI7236,Air India,MAA,DEL,92,No,Weather
6/8/2021,AI9402,IndiGo,CCU,CCU,139,No,Crew
4/7/2022,AI8064,SpiceJet,PNQ,CCU,191,No,Crew
3/9/2024,AI4930,Air India,DEL,HYD,12,No,Late Arrival
6/21/2022,AI9405,AirAsia India,BOM,HYD,34,No,Weather
2/5/2020,AI3943,Air India,BLR,BLR,58,No,Crew
11/15/2021,AI1778,Air India,CCU,MAA,36,No,Operational
1/20/2020,AI6678,AirAsia India,HYD,MAA,193,No,Late Arrival
11/16/2020,AI8780,SpiceJet,HYD,DEL,122,No,Technical
12/4/2024,AI4724,Vistara,HYD,MAA,147,No,Late Arrival
5/26/2021,AI6972,SpiceJet,BLR,DEL,142,No,Air Traffic
2/3/2021,AI2437,GoAir,MAA,PNQ,102,No,Air Traffic
10/15/2021,AI5738,AirAsia India,BLR,CCU,152,No,Technical
8/29/2022,AI5534,SpiceJet,HYD,BLR,11,No,Operational
4/15/2021,AI9842,Air India,PNQ,BLR,,Yes,
3/12/2023,AI9649,AirAsia India,CCU,CCU,135,No,Technical
1/20/2023,AI2037,IndiGo,BOM,HYD,268,No,Weather
10/9/2023,AI4542,SpiceJet,BOM,BOM,251,No,Technical
4/13/2022,AI8556,AirAsia India,BLR,BOM,207,No,Technical
12/28/2024,AI7860,SpiceJet,HYD,MAA,32,No,Late Arrival
12/27/2021,AI1114,AirAsia India,DEL,HYD,,Yes,
5/3/2022,AI5980,Air India,PNQ,DEL,169,No,Operational
2/20/2020,AI8749,IndiGo,BLR,PNQ,189,No,Technical
8/15/2024,AI2031,IndiGo,HYD,BLR,30,No,Weather
9/17/2024,AI1398,GoAir,MAA,MAA,69,No,Late Arrival
7/28/2021,AI4269,AirAsia India,BOM,CCU,116,No,Operational
4/28/2023,AI3161,SpiceJet,BOM,HYD,12,No,Operational
2/22/2023,AI3882,IndiGo,PNQ,BLR,81,No,Crew
5/29/2020,AI2962,IndiGo,BOM,DEL,223,No,Air Traffic
11/9/2020,AI5645,Vistara,DEL,DEL,193,No,Weather
7/23/2021,AI2248,Vistara,HYD,BOM,0,No,
9/27/2023,AI4524,IndiGo,HYD,MAA,118,No,Air Traffic
10/31/2020,AI8532,AirAsia India,PNQ,CCU,,Yes,
9/11/2024,AI9076,GoAir,HYD,BLR,230,No,Late Arrival
11/12/2021,AI5892,IndiGo,PNQ,PNQ,245,No,Late Arrival
4/17/2022,AI5699,Air India,HYD,DEL,165,No,Weather
12/11/2024,AI1730,SpiceJet,DEL,BLR,202,No,Operational
12/13/2022,AI4952,GoAir,CCU,CCU,57,No,Technical
9/29/2022,AI4788,Air India,BLR,BLR,17,No,Weather
3/19/2021,AI8320,GoAir,BLR,MAA,65,No,Late Arrival
9/4/2021,AI6561,Air India,HYD,BOM,149,No,Air Traffic
9/19/2022,AI2080,SpiceJet,MAA,BLR,110,No,Weather
9/20/2020,AI8828,SpiceJet,BOM,HYD,37,No,Operational
12/12/2022,AI2835,Vistara,DEL,BOM,80,No,Crew
5/14/2024,AI9950,AirAsia India,MAA,CCU,120,No,Crew
9/30/2022,AI1958,Air India,MAA,BOM,81,No,Technical
7/1/2024,AI1337,Vistara,HYD,BLR,178,No,Technical
1/5/2020,AI6481,Air India,DEL,BLR,86,No,Operational
1/31/2023,AI535,Vistara,BLR,HYD,296,No,Air Traffic
5/4/2023,AI2787,SpiceJet,BOM,DEL,143,No,Technical
2/12/2022,AI6546,GoAir,BLR,HYD,,Yes,
5/26/2022,AI9658,Vistara,MAA,BLR,166,No,Crew
9/18/2022,AI1873,Air India,BOM,PNQ,229,No,Operational
6/2/2022,AI2694,Air India,CCU,BOM,105,No,Operational
10/5/2023,AI4867,AirAsia India,MAA,HYD,109,No,Operational
2/16/2020,AI7636,SpiceJet,BLR,HYD,243,No,Weather
5/16/2022,AI8378,Air India,BLR,PNQ,235,No,Air Traffic
4/2/2022,AI784,IndiGo,HYD,PNQ,32,No,Air Traffic
7/24/2022,AI1604,GoAir,BLR,PNQ,11,No,Technical
10/17/2021,AI6471,Vistara,DEL,DEL,295,No,Air Traffic
9/25/2020,AI995,AirAsia India,MAA,BLR,211,No,Late Arrival
1/4/2021,AI5528,GoAir,PNQ,BLR,223,No,Crew
9/27/2021,AI8354,SpiceJet,PNQ,CCU,280,No,Technical
2/3/2023,AI5765,AirAsia India,BOM,DEL,30,No,Air Traffic
8/20/2024,AI1518,Vistara,BLR,CCU,13,No,Crew
8/9/2024,AI802,Vistara,HYD,CCU,159,No,Technical
10/18/2021,AI3860,IndiGo,HYD,CCU,231,No,Late Arrival
4/29/2020,AI6198,SpiceJet,BLR,MAA,245,No,Crew
4/10/2022,AI6863,AirAsia India,DEL,CCU,,Yes,
12/15/2024,AI7081,AirAsia India,HYD,HYD,275,No,Late Arrival
6/15/2024,AI4060,Air India,PNQ,BOM,134,No,Crew
12/17/2022,AI9169,IndiGo,BOM,HYD,49,No,Weather
10/1/2023,AI4579,IndiGo,MAA,HYD,219,No,Weather
1/10/2022,AI9558,AirAsia India,CCU,BLR,182,No,Crew
2/6/2024,AI2197,AirAsia India,DEL,MAA,191,No,Crew
4/26/2020,AI3720,GoAir,HYD,CCU,138,No,Late Arrival
3/1/2022,AI6756,GoAir,MAA,BLR,2,No,Air Traffic
2/24/2023,AI1380,GoAir,CCU,DEL,14,No,Operational
11/17/2023,AI184,IndiGo,BLR,DEL,143,No,Crew
10/9/2022,AI8378,Air India,BLR,BLR,82,No,Technical
7/22/2024,AI128,Vistara,BOM,BOM,47,No,Technical
12/17/2022,AI9556,GoAir,CCU,BLR,204,No,Technical
9/25/2021,AI482,Air India,BLR,BLR,,Yes,
5/27/2021,AI4442,SpiceJet,BLR,MAA,159,No,Weather
11/9/2024,AI9264,GoAir,PNQ,DEL,292,No,Air Traffic
3/12/2022,AI3411,Vistara,HYD,DEL,112,No,Late Arrival
1/24/2023,AI796,SpiceJet,BOM,CCU,87,No,Air Traffic
7/19/2024,AI6321,SpiceJet,MAA,HYD,292,No,Weather
2/15/2023,AI7815,Vistara,BLR,BLR,220,No,Air Traffic
7/13/2021,AI1452,GoAir,PNQ,BLR,212,No,Air Traffic
6/12/2024,AI1688,IndiGo,DEL,BOM,30,No,Technical
5/2/2021,AI2990,Vistara,DEL,PNQ,180,No,Crew
6/14/2023,AI8462,Vistara,MAA,PNQ,125,No,Technical
6/15/2022,AI200,Vistara,CCU,DEL,191,No,Air Traffic
7/19/2023,AI8889,SpiceJet,BOM,BOM,271,No,Crew
4/27/2023,AI4575,Air India,PNQ,MAA,1,No,Late Arrival
12/4/2021,AI926,IndiGo,HYD,CCU,110,No,Operational
1/10/2024,AI9230,GoAir,PNQ,BOM,125,No,Crew
8/3/2021,AI8211,GoAir,DEL,DEL,72,No,Weather
2/28/2022,AI3406,Air India,DEL,MAA,182,No,Technical
5/10/2022,AI1428,Vistara,MAA,BLR,40,No,Technical
9/3/2020,AI7149,IndiGo,CCU,MAA,250,No,Air Traffic
1/4/2023,AI8236,GoAir,CCU,HYD,180,No,Air Traffic
6/2/2020,AI9773,AirAsia India,MAA,BOM,78,No,Air Traffic
8/6/2024,AI1740,GoAir,PNQ,DEL,163,No,Air Traffic
12/29/2023,AI8081,Vistara,DEL,BOM,211,No,Technical
9/23/2022,AI7606,AirAsia India,PNQ,BLR,98,No,Crew
1/14/2023,AI7226,Air India,PNQ,PNQ,281,No,Late Arrival
11/27/2021,AI7130,IndiGo,BOM,BLR,151,No,Crew
8/1/2023,AI9802,Air India,DEL,DEL,152,No,Weather
5/28/2023,AI5844,Air India,CCU,HYD,77,No,Technical
12/28/2022,AI8598,IndiGo,HYD,CCU,6,No,Crew
12/6/2022,AI4246,IndiGo,PNQ,MAA,231,No,Technical
10/5/2022,AI4417,GoAir,DEL,MAA,170,No,Weather
4/3/2020,AI7259,GoAir,PNQ,BLR,171,No,Operational
11/8/2024,AI3650,IndiGo,BOM,BOM,204,No,Operational
8/15/2022,AI2343,AirAsia India,BLR,PNQ,54,No,Operational
10/8/2022,AI7037,SpiceJet,DEL,BOM,,Yes,
3/28/2021,AI5830,GoAir,MAA,HYD,119,No,Technical
5/12/2023,AI2353,SpiceJet,BLR,CCU,,Yes,
6/30/2022,AI6717,AirAsia India,PNQ,BOM,17,No,Crew
8/5/2020,AI8196,IndiGo,MAA,MAA,145,No,Technical
4/18/2021,AI9453,AirAsia India,MAA,PNQ,241,No,Late Arrival
3/7/2021,AI9895,GoAir,MAA,BOM,287,No,Crew
12/6/2020,AI6981,Air India,DEL,PNQ,172,No,Weather
7/4/2021,AI9508,IndiGo,CCU,CCU,142,No,Air Traffic
6/23/2024,AI6108,Vistara,PNQ,MAA,174,No,Operational
8/5/2023,AI2282,SpiceJet,BLR,PNQ,50,No,Crew
7/1/2023,AI7526,AirAsia India,BOM,BOM,168,No,Crew
10/23/2024,AI1235,IndiGo,CCU,MAA,91,No,Operational
12/22/2020,AI6734,AirAsia India,PNQ,BLR,275,No,Weather
1/23/2020,AI4506,IndiGo,DEL,BLR,60,No,Technical
11/20/2024,AI1752,GoAir,MAA,HYD,281,No,Technical
6/5/2021,AI7631,GoAir,BOM,BLR,180,No,Air Traffic
11/16/2024,AI1298,GoAir,PNQ,BOM,145,No,Crew
1/28/2023,AI5631,AirAsia India,BLR,CCU,128,No,Operational
3/12/2022,AI9169,Vistara,PNQ,MAA,93,No,Late Arrival
4/18/2023,AI1411,GoAir,CCU,PNQ,114,No,Weather
5/31/2023,AI866,IndiGo,HYD,DEL,117,No,Technical
1/31/2022,AI4879,GoAir,CCU,BLR,7,No,Weather
8/9/2024,AI6327,Air India,PNQ,BLR,229,No,Weather
3/17/2021,AI5990,GoAir,BOM,DEL,30,No,Air Traffic
6/19/2024,AI7182,AirAsia India,PNQ,PNQ,22,No,Weather
2/7/2022,AI1087,Vistara,PNQ,PNQ,151,No,Operational
10/12/2022,AI6840,Air India,DEL,DEL,107,No,Air Traffic
9/10/2023,AI5580,AirAsia India,BLR,PNQ,67,No,Operational
5/30/2021,AI3516,AirAsia India,BOM,BOM,129,No,Air Traffic
11/5/2022,AI2514,AirAsia India,PNQ,PNQ,98,No,Operational
3/2/2022,AI2020,IndiGo,MAA,MAA,164,No,Air Traffic
12/1/2020,AI3800,AirAsia India,BLR,PNQ,162,No,Air Traffic
11/17/2024,AI5384,IndiGo,CCU,BLR,25,No,Crew
9/14/2020,AI4663,AirAsia India,BOM,CCU,110,No,Operational
5/11/2021,AI8615,SpiceJet,CCU,BOM,213,No,Crew
6/14/2022,AI2975,Air India,PNQ,BOM,62,No,Air Traffic
6/8/2020,AI3414,SpiceJet,CCU,PNQ,61,No,Technical
2/7/2024,AI6583,AirAsia India,CCU,CCU,91,No,Air Traffic
5/1/2022,AI8590,Air India,DEL,CCU,25,No,Technical
8/14/2024,AI3829,Air India,CCU,HYD,113,No,Technical
11/20/2021,AI5240,Vistara,MAA,CCU,110,No,Technical
8/25/2024,AI8110,SpiceJet,MAA,PNQ,6,No,Technical
1/14/2021,AI2398,Vistara,BLR,PNQ,22,No,Operational
4/17/2024,AI4585,Air India,PNQ,DEL,160,No,Late Arrival
8/14/2022,AI2042,IndiGo,HYD,BLR,164,No,Operational
11/21/2021,AI3553,Air India,CCU,HYD,211,No,Late Arrival
12/21/2023,AI9652,Vistara,CCU,PNQ,30,No,Operational
6/24/2024,AI5125,SpiceJet,BOM,DEL,149,No,Technical
7/15/2023,AI9467,AirAsia India,DEL,HYD,116,No,Weather
5/19/2024,AI9625,AirAsia India,HYD,BLR,250,No,Air Traffic
12/11/2023,AI4050,SpiceJet,BLR,HYD,263,No,Late Arrival
4/6/2023,AI7882,AirAsia India,HYD,DEL,212,No,Weather
12/2/2022,AI1916,AirAsia India,CCU,MAA,9,No,Technical
4/28/2024,AI5746,Vistara,BOM,PNQ,176,No,Late Arrival
10/11/2020,AI9639,SpiceJet,PNQ,BLR,224,No,Weather
1/31/2021,AI9330,GoAir,DEL,BOM,,Yes,
1/12/2020,AI3293,IndiGo,PNQ,BLR,84,No,Operational
6/18/2024,AI2421,IndiGo,BLR,BLR,209,No,Technical
8/18/2023,AI3224,AirAsia India,HYD,BLR,92,No,Operational
6/30/2023,AI1488,IndiGo,BLR,MAA,270,No,Operational
5/13/2021,AI8792,SpiceJet,CCU,PNQ,59,No,Technical
1/23/2022,AI7474,SpiceJet,BLR,DEL,43,No,Late Arrival
2/4/2020,AI2789,Air India,PNQ,PNQ,79,No,Air Traffic
12/27/2021,AI9754,Air India,BOM,BOM,149,No,Crew
4/28/2022,AI8015,IndiGo,BLR,DEL,38,No,Crew
3/30/2020,AI4980,GoAir,MAA,HYD,,Yes,
2/14/2022,AI3587,Air India,BOM,HYD,169,No,Air Traffic
8/27/2021,AI9850,Air India,HYD,HYD,139,No,Technical
8/27/2022,AI3309,SpiceJet,DEL,DEL,9,No,Crew
6/13/2024,AI1004,GoAir,DEL,CCU,43,No,Air Traffic
10/18/2022,AI1673,AirAsia India,CCU,MAA,268,No,Weather
2/21/2021,AI3480,IndiGo,CCU,CCU,174,No,Air Traffic
4/24/2020,AI5923,Air India,MAA,PNQ,152,No,Late Arrival
9/8/2021,AI6470,GoAir,HYD,HYD,105,No,Air Traffic
5/4/2023,AI6543,GoAir,PNQ,MAA,136,No,Operational
4/5/2022,AI9616,IndiGo,DEL,DEL,203,No,Operational
3/4/2024,AI3069,GoAir,DEL,HYD,102,No,Technical
7/7/2024,AI6555,GoAir,DEL,DEL,33,No,Operational
2/25/2024,AI7403,GoAir,PNQ,MAA,179,No,Weather
1/3/2023,AI6060,Air India,DEL,DEL,29,No,Air Traffic
2/16/2021,AI5664,IndiGo,BLR,DEL,114,No,Weather
10/31/2023,AI3888,GoAir,HYD,BOM,70,No,Technical
12/14/2023,AI4060,GoAir,BOM,PNQ,210,No,Operational
12/29/2021,AI2072,Air India,BOM,CCU,13,No,Crew
7/24/2023,AI6638,IndiGo,MAA,CCU,182,No,Air Traffic
10/17/2022,AI9021,SpiceJet,BLR,CCU,7,No,Crew
1/30/2022,AI7861,Air India,DEL,BLR,200,No,Late Arrival
11/6/2021,AI9063,IndiGo,DEL,BOM,92,No,Technical
11/18/2023,AI6138,GoAir,CCU,HYD,256,No,Late Arrival
4/1/2021,AI1393,IndiGo,CCU,HYD,27,No,Crew
7/8/2022,AI1905,IndiGo,MAA,HYD,235,No,Crew
7/10/2020,AI9661,AirAsia India,DEL,CCU,219,No,Crew
1/8/2022,AI6133,IndiGo,MAA,PNQ,2,No,Late Arrival
9/8/2024,AI7601,SpiceJet,BLR,CCU,104,No,Technical
1/27/2023,AI1718,IndiGo,BOM,PNQ,225,No,Air Traffic
4/20/2024,AI1741,SpiceJet,DEL,BOM,152,No,Air Traffic
9/4/2022,AI3651,GoAir,HYD,PNQ,89,No,Weather
10/5/2022,AI2813,SpiceJet,PNQ,DEL,134,No,Weather
4/5/2020,AI9031,GoAir,BLR,CCU,300,No,Crew
8/14/2024,AI4746,GoAir,DEL,HYD,94,No,Technical
10/24/2021,AI961,SpiceJet,PNQ,DEL,55,No,Technical
4/28/2023,AI9978,Air India,HYD,CCU,249,No,Operational
10/25/2024,AI4664,Vistara,CCU,MAA,9,No,Operational
2/6/2020,AI4130,IndiGo,MAA,BLR,121,No,Late Arrival
12/8/2024,AI2877,AirAsia India,CCU,CCU,128,No,Operational
10/24/2023,AI9032,Vistara,BOM,MAA,296,No,Air Traffic
9/14/2024,AI6281,IndiGo,CCU,BOM,218,No,Air Traffic
3/28/2024,AI6989,IndiGo,DEL,MAA,197,No,Late Arrival
10/5/2020,AI176,GoAir,HYD,BOM,128,No,Weather
8/4/2020,AI4118,IndiGo,CCU,CCU,5,No,Crew
5/16/2022,AI4996,AirAsia India,DEL,BOM,229,No,Technical
5/22/2022,AI9629,IndiGo,BOM,MAA,149,No,Weather
12/26/2024,AI7020,SpiceJet,PNQ,PNQ,25,No,Air Traffic
7/20/2023,AI6969,Vistara,HYD,BLR,86,No,Weather
3/2/2020,AI8831,SpiceJet,CCU,DEL,223,No,Late Arrival
8/18/2021,AI7757,AirAsia India,MAA,DEL,17,No,Crew
12/29/2021,AI2403,IndiGo,MAA,BLR,81,No,Air Traffic
9/27/2023,AI2528,AirAsia India,HYD,HYD,210,No,Late Arrival
1/31/2021,AI2235,GoAir,MAA,DEL,161,No,Weather
11/29/2021,AI8563,SpiceJet,CCU,CCU,46,No,Technical
11/8/2022,AI997,SpiceJet,CCU,HYD,214,No,Operational
6/25/2020,AI8258,Air India,HYD,CCU,138,No,Late Arrival
6/23/2024,AI9269,IndiGo,CCU,MAA,41,No,Air Traffic
1/30/2021,AI3957,GoAir,PNQ,MAA,104,No,Weather
3/20/2021,AI6024,SpiceJet,DEL,HYD,291,No,Operational
6/10/2023,AI2857,SpiceJet,BOM,HYD,146,No,Operational
3/16/2020,AI5709,GoAir,PNQ,HYD,50,No,Weather
9/21/2020,AI4554,AirAsia India,PNQ,HYD,1,No,Crew
3/30/2021,AI5130,AirAsia India,MAA,BOM,179,No,Weather
12/24/2024,AI691,IndiGo,DEL,PNQ,101,No,Air Traffic
12/18/2021,AI6494,Air India,HYD,HYD,253,No,Technical
1/4/2022,AI5771,SpiceJet,MAA,PNQ,148,No,Air Traffic
11/8/2023,AI5989,Air India,DEL,HYD,300,No,Operational
5/6/2024,AI1575,AirAsia India,CCU,MAA,76,No,Technical
4/30/2022,AI3102,AirAsia India,HYD,CCU,199,No,Late Arrival
3/9/2024,AI6278,Vistara,HYD,PNQ,264,No,Operational
10/22/2023,AI8957,IndiGo,MAA,MAA,287,No,Crew
5/23/2020,AI3735,Vistara,CCU,DEL,55,No,Weather
6/3/2022,AI3350,Vistara,MAA,BOM,266,No,Late Arrival
12/28/2022,AI3801,Vistara,BLR,BOM,219,No,Air Traffic
1/27/2023,AI8705,IndiGo,DEL,CCU,101,No,Technical
1/30/2021,AI9016,IndiGo,BLR,HYD,85,No,Late Arrival
11/14/2022,AI2701,GoAir,DEL,MAA,,Yes,
8/5/2022,AI6769,Air India,BOM,DEL,29,No,Crew
6/9/2022,AI3350,Air India,PNQ,MAA,167,No,Weather
2/1/2024,AI5098,GoAir,HYD,HYD,142,No,Late Arrival
2/16/2024,AI3781,GoAir,MAA,HYD,163,No,Air Traffic
5/7/2024,AI5929,AirAsia India,BOM,BLR,186,No,Technical
3/20/2023,AI1838,Vistara,BOM,MAA,277,No,Late Arrival
3/13/2023,AI5059,GoAir,HYD,CCU,188,No,Weather
7/22/2021,AI8556,SpiceJet,HYD,MAA,124,No,Air Traffic
11/28/2022,AI5200,Air India,DEL,BOM,136,No,Late Arrival
4/18/2020,AI8982,GoAir,BLR,DEL,120,No,Technical
9/12/2024,AI9247,SpiceJet,CCU,PNQ,298,No,Weather
12/1/2022,AI5231,SpiceJet,DEL,CCU,84,No,Crew
4/24/2023,AI1154,SpiceJet,CCU,BLR,254,No,Crew
7/23/2022,AI8496,AirAsia India,BOM,DEL,58,No,Operational
2/1/2021,AI3543,AirAsia India,CCU,DEL,82,No,Late Arrival
5/31/2023,AI5287,SpiceJet,BLR,PNQ,51,No,Technical
9/25/2021,AI1827,AirAsia India,DEL,BOM,184,No,Late Arrival
3/2/2023,AI1434,Vistara,HYD,BOM,110,No,Weather
4/1/2023,AI7460,SpiceJet,BLR,BOM,118,No,Operational
5/23/2023,AI1688,Vistara,PNQ,CCU,100,No,Technical
1/2/2022,AI2236,Vistara,BLR,MAA,0,No,
8/22/2020,AI6782,SpiceJet,PNQ,DEL,89,No,Late Arrival
10/19/2021,AI9218,Air India,DEL,MAA,162,No,Technical
1/20/2022,AI2082,SpiceJet,HYD,MAA,276,No,Weather
8/10/2021,AI663,SpiceJet,BLR,BOM,25,No,Operational
10/29/2022,AI9444,AirAsia India,PNQ,MAA,,Yes,
1/2/2023,AI138,SpiceJet,HYD,DEL,274,No,Technical
8/11/2022,AI4492,Air India,MAA,DEL,234,No,Weather
5/6/2021,AI4323,AirAsia India,MAA,HYD,247,No,Crew
7/1/2022,AI6971,IndiGo,MAA,BLR,78,No,Technical
6/30/2023,AI897,IndiGo,CCU,CCU,85,No,Operational
6/7/2023,AI1004,Vistara,BLR,MAA,284,No,Air Traffic
3/22/2024,AI9403,Vistara,DEL,CCU,169,No,Air Traffic
4/12/2023,AI2000,Air India,DEL,CCU,57,No,Technical
8/3/2024,AI6610,GoAir,CCU,CCU,141,No,Technical
4/6/2023,AI5895,IndiGo,DEL,PNQ,247,No,Weather
6/18/2020,AI6807,Vistara,PNQ,HYD,238,No,Late Arrival
11/17/2023,AI6405,IndiGo,MAA,CCU,9,No,Air Traffic
8/3/2022,AI620,Air India,BLR,HYD,48,No,Late Arrival
3/5/2022,AI8963,Air India,DEL,DEL,177,No,Air Traffic
9/25/2021,AI4841,GoAir,DEL,PNQ,107,No,Technical
5/2/2023,AI143,GoAir,BOM,MAA,244,No,Operational
3/20/2024,AI6164,AirAsia India,BOM,HYD,259,No,Operational
1/29/2020,AI7665,Air India,BOM,BLR,142,No,Air Traffic
4/3/2023,AI1071,Vistara,BLR,CCU,170,No,Air Traffic
12/16/2023,AI7081,IndiGo,MAA,PNQ,246,No,Weather
12/4/2020,AI8687,SpiceJet,HYD,BLR,166,No,Technical
7/29/2024,AI2313,GoAir,MAA,DEL,258,No,Technical
2/28/2024,AI9826,SpiceJet,MAA,DEL,125,No,Late Arrival
10/20/2023,AI8799,Vistara,BLR,BOM,188,No,Weather
9/27/2023,AI9131,GoAir,PNQ,CCU,28,No,Crew
5/14/2021,AI6208,SpiceJet,PNQ,BOM,10,No,Operational
8/7/2024,AI1985,Vistara,BLR,PNQ,228,No,Operational
5/25/2021,AI9180,IndiGo,BOM,BLR,215,No,Technical
9/12/2023,AI5772,Vistara,DEL,MAA,5,No,Weather
8/4/2020,AI2735,AirAsia India,CCU,BOM,218,No,Crew
8/17/2023,AI3278,GoAir,CCU,DEL,172,No,Operational
3/1/2023,AI397,Air India,HYD,CCU,26,No,Weather
12/29/2022,AI2314,IndiGo,DEL,BLR,78,No,Crew
